Extract Name	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]
TCGA-31-1956-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-31-1956-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F10_516442	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-31-1956-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F10_516442.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	7a71a40391f4ee750d8f87d5727924dc	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-31-1956-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F10_516442.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	5a0451d4f092ff9775a9da51e293a613	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-31-1956-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F10_516442.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	f72a0fad22e0bce2d89fc0da8d1b19ae
TCGA-61-1743-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-61-1743-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F11_516306	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-61-1743-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F11_516306.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	96d9adc30867e7fb33fc0b7c69fab2e7	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-61-1743-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F11_516306.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	4bd2d10118541412f7796b7fe612655f	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-61-1743-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F11_516306.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	54160afd411bd3ddda04337f0c2989c4
TCGA-24-1924-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1924-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F12_516400	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1924-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F12_516400.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	b8bc6b967ccace2f033e05738224be2f	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1924-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F12_516400.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	b61943c8640c855c172d4b8d054cc74f	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1924-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F12_516400.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	cd8c968f817cc0f983395494a3ff9097
TCGA-24-2029-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-2029-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G01_516428	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-2029-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G01_516428.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	bad45927f56a7c13537848a60235cfba	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-2029-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G01_516428.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	adf6a1ac3aa000bb0f013dac1c082282	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-2029-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G01_516428.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	10bedc1f97945cfbec470248f6f107fe
TCGA-30-1861-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-30-1861-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G02_516324	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-30-1861-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G02_516324.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	fb2a898413c7e9aa15f8c6849845c2e8	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-30-1861-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G02_516324.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	33167bbd7560552303958968bba4989c	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-30-1861-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G02_516324.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	d63c798e5ac3e49405ca64cf1fc7448c
TCGA-30-1892-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-30-1892-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G03_516412	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-30-1892-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G03_516412.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	f0fddc26de744c2c140f606c0ce2f583	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-30-1892-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G03_516412.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	114c26694ee1f8b04dfc3036eaf51a73	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-30-1892-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G03_516412.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	1246c8c842958436bb1816ef77ee8309
TCGA-31-1959-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-31-1959-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G04_516406	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-31-1959-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G04_516406.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	14a7cab2c82ed2e22dcd380612050ac3	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-31-1959-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G04_516406.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	ea97efcb2f47f32951fe9b58e5a24b5a	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-31-1959-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G04_516406.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	52c38bece243f3a3a1d2dded0b616424
TCGA-61-1917-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-61-1917-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G05_516444	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-61-1917-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G05_516444.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	fea2eb78a4c2138944659cc65d8b429c	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-61-1917-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G05_516444.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	74601586797a4aebdaeb09a7a7e3260c	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-61-1917-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G05_516444.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	b2379353a74c328464935dbc8583bb99
TCGA-24-1927-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1927-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G06_516372	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1927-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G06_516372.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	no	4591c66def2e5dcb2abfba94abb7eb79	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->
TCGA-25-1870-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-25-1870-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G07_516374	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-25-1870-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G07_516374.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	cf93e04d405703e2e9448c93dbaf7103	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-25-1870-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G07_516374.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	9067332aacd90c79ff4d96286556982d	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-25-1870-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G07_516374.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	e9b714516643e3f602994e56e1193f91
TCGA-30-1862-01A-02R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-30-1862-01A-02R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G08_516434	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-30-1862-01A-02R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G08_516434.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	d38b8b1b76fbc7d575fc8ac90d59eb71	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-30-1862-01A-02R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G08_516434.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	0a3659bf278fec712e6c6aa4bd7c3ef4	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-30-1862-01A-02R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G08_516434.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	2ee78751ec1eb45ec1eefae4d890316e
TCGA-31-1944-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-31-1944-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G09_516358	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-31-1944-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G09_516358.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	4601797f174b736e7579fba11906878a	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-31-1944-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G09_516358.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	68e80c0c02eb5cf03ae817b99b241ada	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-31-1944-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G09_516358.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	71f74b235547a8a9600f997250e6d743
TCGA-57-1992-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-57-1992-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G10_516458	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-57-1992-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G10_516458.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	0a932cbb28cd7164146af35b99629c53	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-57-1992-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G10_516458.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	942bfe43dfbac21d25e6ba2618d19493	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-57-1992-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G10_516458.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	f270746356478c1e13d1703db37e0526
TCGA-61-1918-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-61-1918-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G11_516338	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-61-1918-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G11_516338.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	949d9afd0ee57ce5b1c51ab6caa8e489	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-61-1918-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G11_516338.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	b56ec37408b3454f0e92826699aa5134	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-61-1918-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G11_516338.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	9efc0f9c330ced344ca8363025fc9353
TCGA-24-1928-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1928-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G12_516334	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1928-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G12_516334.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	813c54fb78b4468022e8fa2cdd7560da	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1928-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G12_516334.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	4b017040665357b31fe369b200295643	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1928-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G12_516334.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	f15ff3ad47347c85636007390304f1c7
TCGA-25-1871-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-25-1871-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H01_516304	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-25-1871-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H01_516304.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	f09b9d9202a6e25a309c32f3dbb708de	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-25-1871-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H01_516304.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	8887c953e00c45428efa3c524277e439	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-25-1871-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H01_516304.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	eefb454d0bce227f2179b934687b3568
TCGA-30-1866-01A-02R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-30-1866-01A-02R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H02_516290	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-30-1866-01A-02R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H02_516290.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	15affff2732e3897ca3f3c21565a14f8	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-30-1866-01A-02R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H02_516290.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	f0441a2eb2810d45456282fef8c4fc39	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-30-1866-01A-02R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H02_516290.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	28c4df8a2b6cb22aa84b77dca7b57d89
TCGA-31-1946-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-31-1946-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H03_516288	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-31-1946-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H03_516288.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	e14370f3a0a61cd7f66b92077cdb6147	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-31-1946-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H03_516288.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	33381788a6a5aa814cc3d4ef8c64bccc	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-31-1946-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H03_516288.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	41b18a053f64edfb8145bae81cd9363a
TCGA-57-1993-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-57-1993-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H04_516316	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-57-1993-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H04_516316.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	8fd0628ebb37aba3d49080e5c0a087f4	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-57-1993-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H04_516316.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	c00ba37409e0697ab81f1f5d86105855	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-57-1993-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H04_516316.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	04a88e42a151f1965a9bbde5d9c3f84c
TCGA-61-1919-01A-01R-0653-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-61-1919-01A-01R-0653-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H05_516360	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-61-1919-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H05_516360.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.21.1004.0	Expression-Gene	Level 1	yes	45962efe2d7abaa12e607584cef95cb3	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-61-1919-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H05_516360.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.21.1004.0	Expression-Gene	Level 2	yes	8f1d136554ac73297cfc25fede03242a	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-61-1919-01A-01R-0653-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H05_516360.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.21.1004.0	Expression-Gene	Level 3	yes	ffb95a9a48383ca1aa1d5899123b6ee4
